"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-12","Dec-2001","IDX","Index","0","units","2010_100","2010=100",80.36148,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-01","Jan-2002","IDX","Index","0","units","2010_100","2010=100",80.74471,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-02","Feb-2002","IDX","Index","0","units","2010_100","2010=100",80.97176,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-03","Mar-2002","IDX","Index","0","units","2010_100","2010=100",81.36613,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-04","Apr-2002","IDX","Index","0","units","2010_100","2010=100",81.75079,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-05","May-2002","IDX","Index","0","units","2010_100","2010=100",81.9111,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-06","Jun-2002","IDX","Index","0","units","2010_100","2010=100",81.91179,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-07","Jul-2002","IDX","Index","0","units","2010_100","2010=100",81.87366,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-08","Aug-2002","IDX","Index","0","units","2010_100","2010=100",82.06214,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-09","Sep-2002","IDX","Index","0","units","2010_100","2010=100",82.42389,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-10","Oct-2002","IDX","Index","0","units","2010_100","2010=100",82.7538,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-11","Nov-2002","IDX","Index","0","units","2010_100","2010=100",82.88351,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2002-12","Dec-2002","IDX","Index","0","units","2010_100","2010=100",83.24612,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-01","Jan-2003","IDX","Index","0","units","2010_100","2010=100",83.40705,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-02","Feb-2003","IDX","Index","0","units","2010_100","2010=100",83.79476,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-03","Mar-2003","IDX","Index","0","units","2010_100","2010=100",84.19508,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-04","Apr-2003","IDX","Index","0","units","2010_100","2010=100",84.31498,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-05","May-2003","IDX","Index","0","units","2010_100","2010=100",84.33205,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-06","Jun-2003","IDX","Index","0","units","2010_100","2010=100",84.38102,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-07","Jul-2003","IDX","Index","0","units","2010_100","2010=100",84.29476,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-08","Aug-2003","IDX","Index","0","units","2010_100","2010=100",84.43991,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-09","Sep-2003","IDX","Index","0","units","2010_100","2010=100",84.72859,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-10","Oct-2003","IDX","Index","0","units","2010_100","2010=100",84.89933,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-11","Nov-2003","IDX","Index","0","units","2010_100","2010=100",85.00504,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2003-12","Dec-2003","IDX","Index","0","units","2010_100","2010=100",85.22667,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-01","Jan-2004","IDX","Index","0","units","2010_100","2010=100",85.20609,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-02","Feb-2004","IDX","Index","0","units","2010_100","2010=100",85.42876,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-03","Mar-2004","IDX","Index","0","units","2010_100","2010=100",85.79764,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-04","Apr-2004","IDX","Index","0","units","2010_100","2010=100",86.16914,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-05","May-2004","IDX","Index","0","units","2010_100","2010=100",86.47771,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-06","Jun-2004","IDX","Index","0","units","2010_100","2010=100",86.51693,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-07","Jul-2004","IDX","Index","0","units","2010_100","2010=100",86.40603,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-08","Aug-2004","IDX","Index","0","units","2010_100","2010=100",86.58516,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-09","Sep-2004","IDX","Index","0","units","2010_100","2010=100",86.71832,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-10","Oct-2004","IDX","Index","0","units","2010_100","2010=100",87.07413,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-11","Nov-2004","IDX","Index","0","units","2010_100","2010=100",87.15806,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2004-12","Dec-2004","IDX","Index","0","units","2010_100","2010=100",87.44158,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-01","Jan-2005","IDX","Index","0","units","2010_100","2010=100",87.16445,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-02","Feb-2005","IDX","Index","0","units","2010_100","2010=100",87.43169,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-03","Mar-2005","IDX","Index","0","units","2010_100","2010=100",87.87471,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-04","Apr-2005","IDX","Index","0","units","2010_100","2010=100",88.15902,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-05","May-2005","IDX","Index","0","units","2010_100","2010=100",88.37514,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-06","Jun-2005","IDX","Index","0","units","2010_100","2010=100",88.44117,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-07","Jul-2005","IDX","Index","0","units","2010_100","2010=100",88.43585,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-08","Aug-2005","IDX","Index","0","units","2010_100","2010=100",88.64516,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-09","Sep-2005","IDX","Index","0","units","2010_100","2010=100",88.97644,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-10","Oct-2005","IDX","Index","0","units","2010_100","2010=100",89.23815,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-11","Nov-2005","IDX","Index","0","units","2010_100","2010=100",89.22635,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2005-12","Dec-2005","IDX","Index","0","units","2010_100","2010=100",89.43394,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-01","Jan-2006","IDX","Index","0","units","2010_100","2010=100",89.32673,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-02","Feb-2006","IDX","Index","0","units","2010_100","2010=100",89.59879,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-03","Mar-2006","IDX","Index","0","units","2010_100","2010=100",89.87156,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-04","Apr-2006","IDX","Index","0","units","2010_100","2010=100",90.40279,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-05","May-2006","IDX","Index","0","units","2010_100","2010=100",90.76295,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-06","Jun-2006","IDX","Index","0","units","2010_100","2010=100",90.86555,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-07","Jul-2006","IDX","Index","0","units","2010_100","2010=100",90.92544,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-08","Aug-2006","IDX","Index","0","units","2010_100","2010=100",91.03223,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-09","Sep-2006","IDX","Index","0","units","2010_100","2010=100",91.10512,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-10","Oct-2006","IDX","Index","0","units","2010_100","2010=100",91.2193,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-11","Nov-2006","IDX","Index","0","units","2010_100","2010=100",91.37831,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2006-12","Dec-2006","IDX","Index","0","units","2010_100","2010=100",91.66677,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-01","Jan-2007","IDX","Index","0","units","2010_100","2010=100",91.52191,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-02","Feb-2007","IDX","Index","0","units","2010_100","2010=100",91.82044,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-03","Mar-2007","IDX","Index","0","units","2010_100","2010=100",92.27914,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-04","Apr-2007","IDX","Index","0","units","2010_100","2010=100",92.79593,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-05","May-2007","IDX","Index","0","units","2010_100","2010=100",93.0076,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-06","Jun-2007","IDX","Index","0","units","2010_100","2010=100",93.07935,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-07","Jul-2007","IDX","Index","0","units","2010_100","2010=100",92.92796,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-08","Aug-2007","IDX","Index","0","units","2010_100","2010=100",93.00063,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-09","Sep-2007","IDX","Index","0","units","2010_100","2010=100",93.29097,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-10","Oct-2007","IDX","Index","0","units","2010_100","2010=100",93.79093,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-11","Nov-2007","IDX","Index","0","units","2010_100","2010=100",94.35189,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2007-12","Dec-2007","IDX","Index","0","units","2010_100","2010=100",94.72269,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-01","Jan-2008","IDX","Index","0","units","2010_100","2010=100",94.67891,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-02","Feb-2008","IDX","Index","0","units","2010_100","2010=100",95.10394,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-03","Mar-2008","IDX","Index","0","units","2010_100","2010=100",95.73103,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-04","Apr-2008","IDX","Index","0","units","2010_100","2010=100",96.17841,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-05","May-2008","IDX","Index","0","units","2010_100","2010=100",96.80828,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-06","Jun-2008","IDX","Index","0","units","2010_100","2010=100",97.12024,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-07","Jul-2008","IDX","Index","0","units","2010_100","2010=100",97.23708,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-08","Aug-2008","IDX","Index","0","units","2010_100","2010=100",97.21798,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-09","Sep-2008","IDX","Index","0","units","2010_100","2010=100",97.40219,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-10","Oct-2008","IDX","Index","0","units","2010_100","2010=100",97.53011,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-11","Nov-2008","IDX","Index","0","units","2010_100","2010=100",97.25048,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2008-12","Dec-2008","IDX","Index","0","units","2010_100","2010=100",97.0291,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-01","Jan-2009","IDX","Index","0","units","2010_100","2010=100",96.66106,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-02","Feb-2009","IDX","Index","0","units","2010_100","2010=100",97.03133,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-03","Mar-2009","IDX","Index","0","units","2010_100","2010=100",97.2615,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-04","Apr-2009","IDX","Index","0","units","2010_100","2010=100",97.52438,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-05","May-2009","IDX","Index","0","units","2010_100","2010=100",97.7206,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-06","Jun-2009","IDX","Index","0","units","2010_100","2010=100",97.89139,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-07","Jul-2009","IDX","Index","0","units","2010_100","2010=100",97.66509,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-08","Aug-2009","IDX","Index","0","units","2010_100","2010=100",97.8681,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-09","Sep-2009","IDX","Index","0","units","2010_100","2010=100",97.84768,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-10","Oct-2009","IDX","Index","0","units","2010_100","2010=100",98.13718,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-11","Nov-2009","IDX","Index","0","units","2010_100","2010=100",98.35537,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2009-12","Dec-2009","IDX","Index","0","units","2010_100","2010=100",98.6543,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-01","Jan-2010","IDX","Index","0","units","2010_100","2010=100",98.57535,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-02","Feb-2010","IDX","Index","0","units","2010_100","2010=100",98.95815,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-03","Mar-2010","IDX","Index","0","units","2010_100","2010=100",99.53139,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-04","Apr-2010","IDX","Index","0","units","2010_100","2010=100",99.96647,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-05","May-2010","IDX","Index","0","units","2010_100","2010=100",100.045,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-06","Jun-2010","IDX","Index","0","units","2010_100","2010=100",100.0305,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-07","Jul-2010","IDX","Index","0","units","2010_100","2010=100",99.90323,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-08","Aug-2010","IDX","Index","0","units","2010_100","2010=100",100.0768,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-09","Sep-2010","IDX","Index","0","units","2010_100","2010=100",100.2458,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-10","Oct-2010","IDX","Index","0","units","2010_100","2010=100",100.616,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-11","Nov-2010","IDX","Index","0","units","2010_100","2010=100",100.7817,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2010-12","Dec-2010","IDX","Index","0","units","2010_100","2010=100",101.2696,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-01","Jan-2011","IDX","Index","0","units","2010_100","2010=100",101.306,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-02","Feb-2011","IDX","Index","0","units","2010_100","2010=100",101.776,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-03","Mar-2011","IDX","Index","0","units","2010_100","2010=100",102.4581,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-04","Apr-2011","IDX","Index","0","units","2010_100","2010=100",102.9982,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-05","May-2011","IDX","Index","0","units","2010_100","2010=100",103.2865,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-06","Jun-2011","IDX","Index","0","units","2010_100","2010=100",103.1339,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-07","Jul-2011","IDX","Index","0","units","2010_100","2010=100",102.9947,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-08","Aug-2011","IDX","Index","0","units","2010_100","2010=100",103.2293,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-09","Sep-2011","IDX","Index","0","units","2010_100","2010=100",103.5988,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-10","Oct-2011","IDX","Index","0","units","2010_100","2010=100",104.1106,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-11","Nov-2011","IDX","Index","0","units","2010_100","2010=100",104.4243,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2011-12","Dec-2011","IDX","Index","0","units","2010_100","2010=100",104.696,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-01","Jan-2012","IDX","Index","0","units","2010_100","2010=100",104.6147,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-02","Feb-2012","IDX","Index","0","units","2010_100","2010=100",105.1098,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-03","Mar-2012","IDX","Index","0","units","2010_100","2010=100",105.7495,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-04","Apr-2012","IDX","Index","0","units","2010_100","2010=100",106.2187,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-05","May-2012","IDX","Index","0","units","2010_100","2010=100",106.1572,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-06","Jun-2012","IDX","Index","0","units","2010_100","2010=100",105.9624,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-07","Jul-2012","IDX","Index","0","units","2010_100","2010=100",105.9078,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-08","Aug-2012","IDX","Index","0","units","2010_100","2010=100",106.2789,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-09","Sep-2012","IDX","Index","0","units","2010_100","2010=100",106.6163,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-10","Oct-2012","IDX","Index","0","units","2010_100","2010=100",107.0514,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-11","Nov-2012","IDX","Index","0","units","2010_100","2010=100",107.0183,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2012-12","Dec-2012","IDX","Index","0","units","2010_100","2010=100",107.2569,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-01","Jan-2013","IDX","Index","0","units","2010_100","2010=100",107.0202,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-02","Feb-2013","IDX","Index","0","units","2010_100","2010=100",107.3851,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-03","Mar-2013","IDX","Index","0","units","2010_100","2010=100",107.9163,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-04","Apr-2013","IDX","Index","0","units","2010_100","2010=100",107.9505,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-05","May-2013","IDX","Index","0","units","2010_100","2010=100",108.0925,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-06","Jun-2013","IDX","Index","0","units","2010_100","2010=100",108.2166,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-07","Jul-2013","IDX","Index","0","units","2010_100","2010=100",108.2383,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-08","Aug-2013","IDX","Index","0","units","2010_100","2010=100",108.3682,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-09","Sep-2013","IDX","Index","0","units","2010_100","2010=100",108.5089,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-10","Oct-2013","IDX","Index","0","units","2010_100","2010=100",108.6244,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-11","Nov-2013","IDX","Index","0","units","2010_100","2010=100",108.59,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2013-12","Dec-2013","IDX","Index","0","units","2010_100","2010=100",108.8882,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-01","Jan-2014","IDX","Index","0","units","2010_100","2010=100",108.5961,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-02","Feb-2014","IDX","Index","0","units","2010_100","2010=100",108.9095,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-03","Mar-2014","IDX","Index","0","units","2010_100","2010=100",109.3456,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-04","Apr-2014","IDX","Index","0","units","2010_100","2010=100",109.6148,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-05","May-2014","IDX","Index","0","units","2010_100","2010=100",109.5943,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-06","Jun-2014","IDX","Index","0","units","2010_100","2010=100",109.7334,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-07","Jul-2014","IDX","Index","0","units","2010_100","2010=100",109.6036,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-08","Aug-2014","IDX","Index","0","units","2010_100","2010=100",109.7,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-09","Sep-2014","IDX","Index","0","units","2010_100","2010=100",109.7124,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-10","Oct-2014","IDX","Index","0","units","2010_100","2010=100",109.887,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-11","Nov-2014","IDX","Index","0","units","2010_100","2010=100",109.744,,
